district,chiefdom,name,region,urban/rural ,address,facility_type,ownership,facility_status,gps_altitude,gps_precision,imputed_lat_long,latitude,longitude,geometry,Population,Cell Towers,Courts,Schools,Financial Institutions,Health Facilities,Water Points
Bombali,Bombali,Kathanta Yimbo,North,Rural,SELLA LIMBA,CHC,Govt,,,,True,9.042618055,-12.061437699999999,POINT (-12.0614377 9.042618055),422960,14,16,619,144,103,944
Bombali,Bombali,Mapaki,North,Rural,Mapaki,CHC,Govt,Open,95.0,25.0,False,8.788071632000001,-11.90777493,POINT (-11.90777493 8.788071632000001),422960,14,16,619,144,103,944
Bombali,Bombali,Masongbo,North,Rural,masongbo,CHC,Govt,Open,131.0,5.0,False,8.877468109,-12.10835552,POINT (-12.10835552 8.877468109),422960,14,16,619,144,103,944
Bombali,Bombali,Panlap,North,Rural,PANLAP,CHC,Govt,Open,,,True,9.042201346,-12.06362605,POINT (-12.06362605 9.042201346000001),422960,14,16,619,144,103,944
Bombali,Bombali,Rokonta,North,Rural,Rokonta Village,CHC,Govt,Open,118.0,5.0,False,8.746520996000001,-12.04918575,POINT (-12.04918575 8.746520996000001),422960,14,16,619,144,103,944
Bombali,Bombali,Tambiama,North,Rural,TAMBIAMA,CHC,Govt,Open,103.0,5.0,False,8.994804382,-12.11026382,POINT (-12.11026382 8.994804382),422960,14,16,619,144,103,944
Bombali,Bombali,Tonko Maternity,North,Urban,Arabic College Road,CHP,Govt,,,,True,9.044183176,-12.06257478,POINT (-12.06257478 9.044183176000001),422960,14,16,619,144,103,944
Bombali,Bombali,Bumban,North,Rural,BUBAN COMMUNITY,CHP,Govt,Open,141.0,20.0,False,9.123250008,-11.91037178,POINT (-11.91037178 9.123250007999999),422960,14,16,619,144,103,944
Bombali,Bombali,Dumbaya,North,Rural,DUMBUYA,CHP,Govt,,,,True,9.041710417,-12.06207503,POINT (-12.06207503 9.041710417000001),422960,14,16,619,144,103,944
Bombali,Bombali,Fulla Town 1,North,Rural,fulla town 1 ,CHP,Govt,,,,True,9.04259817,-12.0627851,POINT (-12.0627851 9.04259817),422960,14,16,619,144,103,944
Bombali,Bombali,Fullah Town 2,North,Urban,Fullah Town,CHP,Govt,Closed,,,True,9.040400048,-12.06193574,POINT (-12.06193574 9.040400048),422960,14,16,619,144,103,944
Bombali,Bombali,Gbainkfey,North,Rural,0,CHP,Govt,,,,True,9.042645686,-12.06138817,POINT (-12.06138817 9.042645686),422960,14,16,619,144,103,944
Bombali,Bombali,Gborongoh Makarankay,North,Rural,Gborongoh Makakarankay GBANTI kAMARAKAY chiefdom,CHP,Govt,,,,True,9.042002997,-12.06224646,POINT (-12.06224646 9.042002997000001),422960,14,16,619,144,103,944
Bombali,Bombali,Hunduwa,North,Rural,Hunduwa ,CHP,Govt,,,,True,9.043770301,-12.06078964,POINT (-12.06078964 9.043770301),422960,14,16,619,144,103,944
Bombali,Bombali,Kabba Ferry,North,Rural,Kabba Ferry Village,CHP,Govt,Closed,,,True,9.043266293,-12.06179707,POINT (-12.06179707 9.043266293),422960,14,16,619,144,103,944
Bombali,Bombali,Kabombeh,North,Rural,Kabombeh,CHP,Govt,Open,120.0,25.0,False,8.875657082,-11.99531364,POINT (-11.99531364 8.875657082),422960,14,16,619,144,103,944
Bombali,Bombali,Kabonka,North,Rural,KABONKA ,CHP,Govt,Open,125.0,25.0,False,9.000034332,-11.91196156,POINT (-11.91196156 9.000034332),422960,14,16,619,144,103,944
Bombali,Bombali,Kagbankona,North,Rural,BIRIWA CHIEFDOM,CHP,Govt,Closed,169.0,5.0,False,9.42010709,-11.91044018,POINT (-11.91044018 9.42010709),422960,14,16,619,144,103,944
Bombali,Bombali,Kagbo,North,Rural,Kargbo,CHP,Govt,Open,120.0,10.0,False,9.026442527999999,-11.98837662,POINT (-11.98837662 9.026442527999999),422960,14,16,619,144,103,944
Bombali,Bombali,Kagbere,North,Rural,Kagbere village,CHP,Govt,Open,129.0,5.0,False,9.22041585,-12.14044111,POINT (-12.14044111 9.22041585),422960,14,16,619,144,103,944
Bombali,Bombali,Kaimunday,North,Rural,Kaimunday,CHP,Govt,,,,True,9.041306358,-12.06258822,POINT (-12.06258822 9.041306358),422960,14,16,619,144,103,944
Bombali,Bombali,Kamasikie,North,Rural,Kamasikie,CHP,Govt,Open,150.0,5.0,False,9.31814356,-11.90899055,POINT (-11.90899055 9.318143559999999),422960,14,16,619,144,103,944
Bombali,Bombali,Kamawonie,North,Rural,Kamawonie village ,CHP,Govt,,,,True,9.042134174,-12.0606769,POINT (-12.0606769 9.042134173999999),422960,14,16,619,144,103,944
Bombali,Bombali,Kanikay,North,Rural,kanikay village,CHP,Govt,Closed,155.0,5.0,False,9.30798743,-11.8612755,POINT (-11.8612755 9.307987430000001),422960,14,16,619,144,103,944
Bombali,Bombali,Karina,North,Rural,Karina,CHP,Govt,Open,134.0,5.0,False,9.16994748,-12.01588558,POINT (-12.01588558 9.169947479999999),422960,14,16,619,144,103,944
Bombali,Bombali,Kathanta Bana,North,Rural,Kathanta Bana,CHP,Govt,,,,True,9.039689567,-12.06232999,POINT (-12.06232999 9.039689567),422960,14,16,619,144,103,944
Bombali,Bombali,Kayainkassa,North,Rural,BIRIWA CHIEFDDOM,CHP,Govt,,,,True,9.04196237,-12.06212862,POINT (-12.06212862 9.04196237),422960,14,16,619,144,103,944
Bombali,Bombali,Kayassi,North,Rural,kayasi,CHP,Govt,,,,True,9.04426205,-12.06068227,POINT (-12.06068227 9.04426205),422960,14,16,619,144,103,944
Bombali,Bombali,Kayongoro,North,Rural,BIRIWA CHIEFDOM,CHP,Govt,,,,True,9.04304744,-12.06264183,POINT (-12.06264183 9.04304744),422960,14,16,619,144,103,944
Bombali,Bombali,Kolisokor,North,Rural,Kolisokor,CHP,Govt,,,,True,9.043421144,-12.06308374,POINT (-12.06308374 9.043421144),422960,14,16,619,144,103,944
Bombali,Bombali,Kortuhun,North,Rural,Kortuhun,CHP,Govt,,,,True,9.042357192999999,-12.06234817,POINT (-12.06234817 9.042357192999999),422960,14,16,619,144,103,944
Bombali,Bombali,Kunsho,North,Rural,Kunsho,CHP,Govt,Open,97.0,20.0,False,8.95417881,-12.07906914,POINT (-12.07906914 8.95417881),422960,14,16,619,144,103,944
Bombali,Bombali,Mabayo,North,Rural,Mabayo,CHP,Govt,Open,,,True,9.040126343999999,-12.06167937,POINT (-12.06167937 9.040126343999999),422960,14,16,619,144,103,944
Bombali,Bombali,Mabolleh,North,Rural,MABOLLEH,CHP,Govt,,,,True,9.040929669,-12.061442800000002,POINT (-12.0614428 9.040929669000001),422960,14,16,619,144,103,944
Bombali,Bombali,Madina Loko,North,Rural,Madina Loko,CHP,Govt,Open,110.0,5.0,False,9.094103813,-12.05099583,POINT (-12.05099583 9.094103813),422960,14,16,619,144,103,944
Bombali,Bombali,Magbaikoli,North,Rural,MAGBAIKOLI ,CHP,Govt,,,,True,9.042488313,-12.06182652,POINT (-12.06182652 9.042488313),422960,14,16,619,144,103,944
Bombali,Bombali,Maharibo,North,Rural,SANDER LOKO,CHP,Govt,,,,True,9.041677273,-12.06165552,POINT (-12.06165552 9.041677272999999),422960,14,16,619,144,103,944
Bombali,Bombali,Maharie,North,Rural,maharie ,CHP,Govt,Open,106.0,5.0,False,8.951498985,-12.22394753,POINT (-12.22394753 8.951498985000001),422960,14,16,619,144,103,944
Bombali,Bombali,Makaiba,North,Rural,Makaiba ,CHP,Govt,,,,True,9.041243255,-12.06322893,POINT (-12.06322893 9.041243254999999),422960,14,16,619,144,103,944
Bombali,Bombali,Makama,North,Rural,Makama,CHP,Govt,Open,133.0,5.0,False,8.862481117,-12.05587387,POINT (-12.05587387 8.862481117),422960,14,16,619,144,103,944
Bombali,Bombali,Makarie,North,Rural,Makarie ,CHP,Govt,Open,124.0,5.0,False,8.86475563,-12.12614059,POINT (-12.12614059 8.864755629999999),422960,14,16,619,144,103,944
Bombali,Bombali,Makeni Lol,North,Rural,Makeni Lol ,CHP,Govt,Open,116.0,5.0,False,8.74082502,-11.99728118,POINT (-11.99728118 8.740825020000001),422960,14,16,619,144,103,944
Bombali,Bombali,Makolor,North,Rural,MAKOLOR ,CHP,Govt,Open,114.0,5.0,False,8.75981074,-11.95575255,POINT (-11.95575255 8.759810740000001),422960,14,16,619,144,103,944
Bombali,Bombali,Makump,North,Rural,Makump Village ,CHP,Govt,,,,True,9.042808087000001,-12.06345197,POINT (-12.06345197 9.042808087000001),422960,14,16,619,144,103,944
Bombali,Bombali,Mangay Loko,North,Rural,Mangay Loko,CHP,Govt,Open,,,True,9.042883822,-12.06119509,POINT (-12.06119509 9.042883822),422960,14,16,619,144,103,944
Bombali,Bombali,Manjoro,North,Rural,Manjoro ,CHP,Govt,Open,147.0,5.0,False,9.26841911,-11.97377742,POINT (-11.97377742 9.26841911),422960,14,16,619,144,103,944
Bombali,Bombali,Masabong Pil,North,Rural,Masabong Pil ,CHP,Govt,Open,,,True,9.043420216,-12.062215400000001,POINT (-12.0622154 9.043420215999999),422960,14,16,619,144,103,944
Bombali,Bombali,Masankorie,North,Rural,SELLA LIMBA,CHP,Govt,Open,,,True,9.042831037000001,-12.06071161,POINT (-12.06071161 9.042831037000001),422960,14,16,619,144,103,944
Bombali,Bombali,Maselleh,North,Rural,Maselleh,CHP,Govt,,,,True,9.042977736000001,-12.06306767,POINT (-12.06306767 9.042977736000001),422960,14,16,619,144,103,944
Bombali,Bombali,Masingbi Loi,North,Rural,MASINGBI LOI ,CHP,Govt,,,,True,9.042396369,-12.06368793,POINT (-12.06368793 9.042396369),422960,14,16,619,144,103,944
Bombali,Bombali,Masongbo Limba,North,Rural,Masongbo limba ,CHP,Govt,Open,136.0,25.0,False,8.979828835,-11.88766861,POINT (-11.88766861 8.979828834999999),422960,14,16,619,144,103,944
Bombali,Bombali,Massory,North,Rural,Massory ,CHP,Govt,Open,106.0,5.0,False,8.711728096,-12.09743786,POINT (-12.09743786 8.711728096),422960,14,16,619,144,103,944
Bombali,Bombali,Matenneh,North,Rural,Matenneh,CHP,Govt,,,,True,9.043173223,-12.06197417,POINT (-12.06197417 9.043173223),422960,14,16,619,144,103,944
Bombali,Bombali,Matoto,North,Rural,Matoto,CHP,Govt,Open,,,True,9.041760643,-12.06201943,POINT (-12.06201943 9.041760643),422960,14,16,619,144,103,944
Bombali,Bombali,Pate Bana,North,Rural,Pate Bana,CHP,Govt,,,,True,9.04308649,-12.06250983,POINT (-12.06250983 9.04308649),422960,14,16,619,144,103,944
Bombali,Bombali,Punthung,North,Rural,Punthung,CHP,Govt,,,,True,9.042488909,-12.06048322,POINT (-12.06048322 9.042488908999999),422960,14,16,619,144,103,944
Bombali,Bombali,Robat,North,Rural,Robat,CHP,Govt,Open,125.0,10.0,False,8.791676521,-12.06063938,POINT (-12.06063938 8.791676520999999),422960,14,16,619,144,103,944
Bombali,Bombali,Rothata,North,Rural,Rothata Village,CHP,Govt,,,,True,9.042888996,-12.06248935,POINT (-12.06248935 9.042888996),422960,14,16,619,144,103,944
Bombali,Bombali,Royeama,North,Rural,Royeama Village Gbanti Kamaranka,CHP,Govt,Open,146.0,5.0,False,9.251425742999999,-12.16417313,POINT (-12.16417313 9.251425742999999),422960,14,16,619,144,103,944
Bombali,Bombali,Tonkomba,North,Rural,Tonkomba,CHP,Govt,,,,True,9.042201552,-12.06167091,POINT (-12.06167091 9.042201552),422960,14,16,619,144,103,944
Bombali,Bombali,Yainkasa,North,Rural,Yainkasa,CHP,Govt,,,,True,9.043342454,-12.06076093,POINT (-12.06076093 9.043342453999999),422960,14,16,619,144,103,944
Bombali,Bombali,Kateneh,North,Rural,KATENEH ,MCHP,Govt,,,,True,9.040211026,-12.06163863,POINT (-12.06163863 9.040211026),422960,14,16,619,144,103,944
Bombali,Bombali,Bumbanday,North,Rural,Bunbandain ,MCHP,Govt,,,,True,9.043407207000001,-12.06297959,POINT (-12.06297959 9.043407207000001),422960,14,16,619,144,103,944
Bombali,Bombali,Kapethe,North,Rural,kapethe ,MCHP,Govt,Open,172.0,5.0,False,8.985357285,-11.98320007,POINT (-11.98320007 8.985357284999999),422960,14,16,619,144,103,944
Bombali,Bombali,Mabonkani,North,Rural,Mabonkani,MCHP,Govt,Open,142.0,20.0,False,8.997374535,-11.95275974,POINT (-11.95275974 8.997374535000001),422960,14,16,619,144,103,944
Bombali,Bombali,Magbaingba,North,Rural,magbaingba ,MCHP,Govt,,,,True,9.041757327000001,-12.06421891,POINT (-12.06421891 9.041757327000001),422960,14,16,619,144,103,944
Bombali,Bombali,Mambiama,North,Rural,m/ndowohun ,MCHP,Govt,Open,150.0,5.0,False,9.28359771,-12.09343167,POINT (-12.09343167 9.28359771),422960,14,16,619,144,103,944
Bombali,Bombali,Manac,North,Rural,manac village,MCHP,Govt,,,,True,9.042564014,-12.06194851,POINT (-12.06194851 9.042564014),422960,14,16,619,144,103,944
Bombali,Bombali,Marcoba Loko,North,Rural,Marcoba loko village ,MCHP,Govt,,,,True,9.042429806,-12.06161795,POINT (-12.06161795 9.042429805999999),422960,14,16,619,144,103,944
Bombali,Bombali,Masongbo Loko,North,Rural,Masongbo Loko,MCHP,Govt,,,,True,9.042222179,-12.0629513,POINT (-12.0629513 9.042222178999999),422960,14,16,619,144,103,944
Bombali,Bombali,Police Clinic,North,Urban,"Mena,Makeni                                       ",MCHP,Govt,,,,True,9.042614452,-12.06186445,POINT (-12.06186445 9.042614452),422960,14,16,619,144,103,944
Bombali,Bombali,S.L.Red Cross,North,Urban,Mabanta Road ,CLINIC,Govt,,,,True,9.043902016,-12.06159152,POINT (-12.06159152 9.043902016000001),422960,14,16,619,144,103,944
Bombali,Bombali,Loreto Health Services,North,Urban,"5 Station Road, Makeni                            ",CLINIC,Mission,,,,True,9.042825548,-12.06171881,POINT (-12.06171881 9.042825548),422960,14,16,619,144,103,944
Bombali,Bombali,Marie Stopes,North,Urban,Ladies Mile,CLINIC, NGO,,,,True,9.042392541,-12.06249933,POINT (-12.06249933 9.042392541),422960,14,16,619,144,103,944
Bombali,Bombali,African Muslim Agency,North,Urban,Maburka Highway,CLINIC, NGO,,,,True,9.04074857,-12.06153897,POINT (-12.06153897 9.04074857),422960,14,16,619,144,103,944
Bombali,Bombali,Hamanda Clinic,North,Urban,Makeni Town,CLINIC,Private,,,,True,9.042887358,-12.06348406,POINT (-12.06348406 9.042887358),422960,14,16,619,144,103,944
Bombali,Bombali,Sanda Clinic,North,Urban,52 Mansaray Lane,CLINIC,Private,,,,True,9.043213879,-12.06211083,POINT (-12.06211083 9.043213879),422960,14,16,619,144,103,944
Bombali,Bombali,Manonkoh,North,Rural,Manonkoh Village,CLINIC,Mission,Closed,129.0,15.0,False,8.779271126,-12.04449558,POINT (-12.04449558 8.779271125999999),422960,14,16,619,144,103,944
Bombali,Bombali,Masuba Static,North,Urban,Masuba,CLINIC,Govt,,,,True,9.042688862,-12.06084179,POINT (-12.06084179 9.042688862),422960,14,16,619,144,103,944
Bombali,Bombali,Chp. Clinic Stocco,North,Rural,PRIMARY HEALTH CARE STOCCO ,CLINIC,Govt,,,,True,9.043492611,-12.0595849,POINT (-12.0595849 9.043492611),422960,14,16,619,144,103,944
Bombali,Bombali,Teko Military,North,Urban,"Teko Military Barraks, Makeni                     ",CLINIC,Govt,,,,True,9.041324788999999,-12.06247041,POINT (-12.06247041 9.041324788999999),422960,14,16,619,144,103,944
Bombali,Bombali,Hamanda Clinic,North,Rural,SANDER LOKO,CLINIC,Govt,,,,True,9.042394657000001,-12.06343533,POINT (-12.06343533 9.042394657000001),422960,14,16,619,144,103,944
Bombali,Bombali,Amara Hawa Community Clinic,North,Rural,Kunsho,Other,Private,,,,True,9.042931625,-12.06207087,POINT (-12.06207087 9.042931625),422960,14,16,619,144,103,944
Bombali,Bombali,Kerefay Loko,North,Rural,Kerefay Loko ,Other,Govt,Open,,,True,9.043549599,-12.06170784,POINT (-12.06170784 9.043549599),422960,14,16,619,144,103,944
Bombali,Bombali,Teko Brigade Medical Inspection Room,North,Urban,Teko Barraks ,Other,Govt,,,,True,9.04280731,-12.06084134,POINT (-12.06084134 9.042807310000001),422960,14,16,619,144,103,944
Bombali,Bombali,Happy Kid And Adolescent,North,,MAKENI TOWN,CLINIC,,,,,True,9.042316859,-12.06079068,POINT (-12.06079068 9.042316859),422960,14,16,619,144,103,944
Bombali,Bombali,Arab Hospital,North,,NEW YORK,HOSPITAL,,,,,True,9.042827092000001,-12.06199004,POINT (-12.06199004 9.042827092000001),422960,14,16,619,144,103,944
Bombali,Bombali,Yankassa,South,Rural,YANKASSA,MCHP,Govt,Open,117.0,25.0,False,8.796497345,-12.31073189,POINT (-12.31073189 8.796497345000001),422960,14,16,619,144,103,944
Bombali,Bombali,Kamaranka,North,,KAMARANKA,CHP,,Open,145.0,5.0,False,9.297511101,-12.20601749,POINT (-12.20601749 9.297511101),422960,14,16,619,144,103,944
Bombali,Bombali,Mara,North,Rural,MALAMARA,CHC,Govt,Open,94.0,5.0,False,8.662967682,-12.24568844,POINT (-12.24568844 8.662967682),422960,14,16,619,144,103,944
Bombali,Bombali,Manewa,North,Rural,MANEWA,MCHP,Govt,Open,103.0,5.0,False,8.70306015,-12.14164162,POINT (-12.14164162 8.703060150000001),422960,14,16,619,144,103,944
Bombali,Bombali,Binkolo,North,Rural,BINKOLO ,CHC,Govt,,,,True,9.042094096,-12.06180905,POINT (-12.06180905 9.042094096),422960,14,16,619,144,103,944
Bombali,Bombali,Kagbere,North,Rural,Kagbere ,CHC,Govt,Open,129.0,5.0,False,9.22041585,-12.14044111,POINT (-12.14044111 9.22041585),422960,14,16,619,144,103,944
Bombali,Bombali,Kamabai,North,Rural,Kamabai ,CHC,Govt,Open,128.0,20.0,False,9.157032013,-11.96120834,POINT (-11.96120834 9.157032013),422960,14,16,619,144,103,944
Karene,Karene,Fintonia,North,Rural,Fintonia Village Tambaka Chiefdom,CHC,Govt,Open,144.0,5.0,False,9.67289089,-12.2257824,POINT (-12.2257824 9.67289089),284807,5,12,358,15,23,828
Karene,Karene,Gbanti,North,Rural,,CHC,Govt,Open,121.0,5.0,False,9.249154091,-12.26593113,POINT (-12.26593113 9.249154090999999),284807,5,12,358,15,23,828
Karene,Karene,Kamalo,North,Rural,Kamalo village sella loko chiefdom ,CHC,Govt,Open,121.0,25.0,False,9.401162148,-12.24381542,POINT (-12.24381542 9.401162147999999),284807,5,12,358,15,23,828
Karene,Karene,Mabunduka,North,Rural,Mabunduka,CHC,Govt,Open,90.0,20.0,False,9.134440422,-12.23836899,POINT (-12.23836899 9.134440422000001),284807,5,12,358,15,23,828
Karene,Karene,Mateboi,North,Rural,Meteboi ,CHC,Govt,Open,80.0,25.0,False,9.103743553,-12.36255455,POINT (-12.36255455 9.103743552999999),284807,5,12,358,15,23,828
Karene,Karene,Rokulan,North,Rural,Rokulan village,CHC,Govt,Open,122.0,5.0,False,9.194549561,-12.21170902,POINT (-12.21170902 9.194549561000001),284807,5,12,358,15,23,828
Karene,Karene,Gbonkobana,North,Rural,Gbonko Bana Village,CHP,Govt,Open,111.0,5.0,False,9.239788055,-12.31601906,POINT (-12.31601906 9.239788055),284807,5,12,358,15,23,828
Karene,Karene,Gbonkonka,North,Rural,gbonkonka,CHP,Govt,Open,68.0,10.0,False,9.033342361,-12.50432777,POINT (-12.50432777 9.033342361000001),284807,5,12,358,15,23,828
Karene,Karene,Kamabaio,North,Rural,SELLA LIMBA CHIEFDOM ,CHP,Govt,Open,130.0,20.0,False,9.463721275,-12.29504681,POINT (-12.29504681 9.463721274999999),284807,5,12,358,15,23,828
Karene,Karene,Kamakwie,North,Rural,KAMAKWIE ,CHP,Govt,Open,151.0,25.0,False,9.498040199,-12.23775673,POINT (-12.23775673 9.498040199),284807,5,12,358,15,23,828
Karene,Karene,Kaponkie,North,Rural,Kaponkie Village Sella limba Chiefdom ,CHP,Govt,Open,122.0,4.0,False,9.51653196,-12.28653489,POINT (-12.28653489 9.51653196),284807,5,12,358,15,23,828
Karene,Karene,Laiya,North,Rural,SANDA LOKO ,CHP,Govt,Open,142.0,5.0,False,9.452431800000001,-12.10561719,POINT (-12.10561719 9.452431800000001),284807,5,12,358,15,23,828
Karene,Karene,Laminaya,North,Rural,SANDA LOKO CHIEF,CHP,Govt,Open,158.0,20.0,False,9.39960289,-12.03579903,POINT (-12.03579903 9.399602890000001),284807,5,12,358,15,23,828
Karene,Karene,Rogbin,North,Rural,SANDER TENDAREN,CHP,Govt,Open,136.0,5.0,False,9.21186924,-12.22360039,POINT (-12.22360039 9.21186924),284807,5,12,358,15,23,828
Karene,Karene,Samaya,North,Rural,Samaya village ,CHP,Govt,Open,109.0,5.0,False,9.511862755,-12.39362907,POINT (-12.39362907 9.511862754999999),284807,5,12,358,15,23,828
Karene,Karene,Sanya,North,Rural,Sanya Village,CHP,Govt,Open,133.0,5.0,False,9.87976317,-12.36580073,POINT (-12.36580073 9.87976317),284807,5,12,358,15,23,828
Karene,Karene,Madina Fullah,North,,MADINA FULLAH,CHP,,Open,124.0,4.0,False,9.360806199999999,-12.317869300000002,POINT (-12.3178693 9.360806199999999),284807,5,12,358,15,23,828
Karene,Karene,Sendugu,North,Rural,Sendugu ,CHC,Govt,Open,118.0,5.0,False,9.07055151,-12.63051211,POINT (-12.63051211 9.07055151),284807,5,12,358,15,23,828
Karene,Karene,Komneh,North,Rural,Komneh,CHP,Govt,Open,98.0,5.0,False,9.026672363,-12.67792988,POINT (-12.67792988 9.026672362999999),284807,5,12,358,15,23,828
Karene,Karene,Rogballan Dibia,North,Rural,Rogballan,CHP,Govt,Open,114.0,5.0,False,8.903195381,-12.58171558,POINT (-12.58171558 8.903195381),284807,5,12,358,15,23,828
Karene,Karene,Magbolonthor,North,Rural,Magbolonthor ,MCHP,Govt,Open,89.0,5.0,False,9.064319611,-12.67228508,POINT (-12.67228508 9.064319611),284807,5,12,358,15,23,828
Karene,Karene,Rokamba,North,Rural,rokamba ,MCHP,Govt,Open,115.0,5.0,False,8.782203674,-12.47470284,POINT (-12.47470284 8.782203674),284807,5,12,358,15,23,828
Karene,Karene,Batkanu,North,Rural,batkanu ,CHC,Govt,Open,152.0,25.0,False,9.073624611,-12.41560459,POINT (-12.41560459 9.073624611),284807,5,12,358,15,23,828
Port Loko,Port Loko,Kambia,North,Rural,Kambia Kakulor ,CHP,Govt,Open,1065.0,25.0,False,8.814828873,-12.58352661,POINT (-12.58352661 8.814828873),530865,20,16,829,84,114,2493
Port Loko,Port Loko,Makiteh,North,Rural,Makiteh ,CHP,Govt,Open,109.0,4.0,False,8.45664069,-12.67176319,POINT (-12.67176319 8.45664069),530865,20,16,829,84,114,2493
Port Loko,Port Loko,Maforay,North,Rural,Maforay Village,CHP,Govt,Open,70.0,5.0,False,8.713558197000001,-12.80514431,POINT (-12.80514431 8.713558197000001),530865,20,16,829,84,114,2493
Port Loko,Port Loko,Lungi Government Hospital,North,Rural,Lungi,HOSPITAL,Govt,,,,True,8.65411986,-12.80317863,POINT (-12.80317863 8.65411986),530865,20,16,829,84,114,2493
Port Loko,Port Loko,Batist Eye Hospital,North,Rural,lunsar,HOSPITAL, NGO,,,,True,8.653220748999999,-12.80122701,POINT (-12.80122701 8.653220748999999),530865,20,16,829,84,114,2493
Port Loko,Port Loko,Bai Bureh Memorial Hosp.,North,Rural,Mahera Lungi ,HOSPITAL,Other,,,,True,8.654504759,-12.80137726,POINT (-12.80137726 8.654504759),530865,20,16,829,84,114,2493
Port Loko,Port Loko,Emergency Hospital,North,Rural,Petifu Junction Loko Masama,HOSPITAL, NGO,,,,True,8.651810474,-12.80143767,POINT (-12.80143767 8.651810473999999),530865,20,16,829,84,114,2493
Port Loko,Port Loko,Port Loko Government Hospital,North,Rural,port loko,HOSPITAL,Govt,,,,True,8.765478,-12.784848,POINT (-12.784848 8.765478),530865,20,16,829,84,114,2493
Port Loko,Port Loko,St. John Of God Catholic Hospital,North,Rural,Lungi,HOSPITAL,Mission,,,,True,8.6529874,-12.80006798,POINT (-12.80006798 8.652987400000001),530865,20,16,829,84,114,2493
Port Loko,Port Loko,Conakry Dee,North,Rural,"Conakry Dee, Lungi.                               ",CHC,Govt,,,,True,8.655590197,-12.80152008,POINT (-12.80152008 8.655590197),530865,20,16,829,84,114,2493
Port Loko,Port Loko,Gbinti  C H C,North,Rural,Gbinti,CHC,Govt,,,,True,8.653970405,-12.80041826,POINT (-12.80041826 8.653970405000001),530865,20,16,829,84,114,2493
Port Loko,Port Loko,Kamasondu C H C,North,Rural,kamasondu,CHC,Govt,,,,True,8.655182235,-12.80139716,POINT (-12.80139716 8.655182235),530865,20,16,829,84,114,2493
Port Loko,Port Loko,Mahera,North,Rural,Mahera Lungi ,CHC,Govt,Open,62.0,5.0,False,8.603741646,-13.19882202,POINT (-13.19882202 8.603741646),530865,20,16,829,84,114,2493
Port Loko,Port Loko,Malekuray,North,Rural,malekuray,CHC,Govt,Open,91.0,20.0,False,8.802279472,-12.63968086,POINT (-12.63968086 8.802279472),530865,20,16,829,84,114,2493
Port Loko,Port Loko,Masimera C H C,North,Rural,MASIMERA,CHC,Govt,,,,True,8.654467093,-12.80162893,POINT (-12.80162893 8.654467092999999),530865,20,16,829,84,114,2493
Port Loko,Port Loko,Pepel,North,Urban,Pepel,CHC,Govt,,,,True,8.6525319,-12.80248136,POINT (-12.80248136 8.6525319),530865,20,16,829,84,114,2493
Port Loko,Port Loko,Targrin,North,Rural,Targrin ,CHC,Govt,,,,True,8.653910942000001,-12.80265225,POINT (-12.80265225 8.653910942000001),530865,20,16,829,84,114,2493
Port Loko,Port Loko,Babara,North,Rural,Babara,CHP,Govt,Open,50.0,5.0,False,8.82941246,-13.13185883,POINT (-13.13185883 8.82941246),530865,20,16,829,84,114,2493
Port Loko,Port Loko,Bailor-Chp,North,Rural,Bailor Wharf ,CHP,Govt,,,,True,8.65444524,-12.80087427,POINT (-12.80087427 8.654445239999999),530865,20,16,829,84,114,2493
Port Loko,Port Loko,Barmoi C H P,North,Rural,Bamoi B K M. ,CHP,Govt,,,,True,8.651596697,-12.80198471,POINT (-12.80198471 8.651596697),530865,20,16,829,84,114,2493
Port Loko,Port Loko,Foindu C H P,North,Rural,FOINDU,CHP,Govt,,,,True,8.652293833,-12.80232073,POINT (-12.80232073 8.652293833),530865,20,16,829,84,114,2493
Port Loko,Port Loko,Foredugu C H P,North,Rural,Foredugu,CHP,Govt,,,,True,8.653656733,-12.80280037,POINT (-12.80280037 8.653656733),530865,20,16,829,84,114,2493
Port Loko,Port Loko,Gbainty-Wallah,North,Rural,Gbainty Wallah ,CHP,Govt,,,,True,8.653770122000001,-12.80129811,POINT (-12.80129811 8.653770122000001),530865,20,16,829,84,114,2493
Port Loko,Port Loko,Gbane-Bana,North,Rural,Gbane-Bana ,CHP,Govt,,,,True,8.652926723,-12.80157409,POINT (-12.80157409 8.652926723),530865,20,16,829,84,114,2493
Port Loko,Port Loko,Gbomsamba  C H P,North,Rural,gbomsamba,CHP,Govt,,,,True,8.654913179,-12.80374589,POINT (-12.80374589 8.654913178999999),530865,20,16,829,84,114,2493
Port Loko,Port Loko,Kagbanthama,North,Rural,Kagbanthama,CHP,Govt,Open,104.0,5.0,False,8.960492133999999,-12.67171669,POINT (-12.67171669 8.960492133999999),530865,20,16,829,84,114,2493
Port Loko,Port Loko,Kagbulor,North,Rural,Kagbulor Wallah,CHP,Govt,Open,57.0,15.0,False,8.836026192,-13.08916855,POINT (-13.08916855 8.836026192),530865,20,16,829,84,114,2493
Port Loko,Port Loko,Kambia Makama,North,Rural,KAMBIA MAKAMA,CHP,Govt,,,,True,8.653312556,-12.80042828,POINT (-12.80042828 8.653312555999999),530865,20,16,829,84,114,2493
